,Campaign_ID,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks,Spend,Conversions,Active,Campaign_Tag,Duration,click_through_rate,conversion_rate,cost_per_click,cost_acquisition
1746,CMP-01747,Q1_Launch_CMP-01747,2023-07-17,2023-08-14,Facebook,37509,378,380.23,64.0,1,FA,28 days,0.010077581380468688,0.1693121693121693,1.0058994708994708,5.94109375
1747,CMP-01748,Q1_BlackFriday_CMP-01748,2023-05-08,2023-05-27,Google Ads,43534,738,567.82,43.0,1,GO,19 days,0.016952267193457986,0.058265582655826556,0.7694037940379405,13.205116279069768
1748,CMP-01749,Q4_Launch_CMP-01749,2023-10-13,2023-11-08,TikTok,93241,1369,1262.25,257.0,1,TI,26 days,0.014682382213832971,0.1877282688093499,0.9220233747260774,4.91147859922179
1749,CMP-01750,Q3_Launch_CMP-01750,2023-02-24,2023-03-21,Google Ads,19787,553,656.06,100.0,1,GO,25 days,0.027947642391469147,0.18083182640144665,1.1863652802893307,6.560599999999999
1751,CMP-01752,Q1_Winter_CMP-01752,2023-02-23,2023-02-28,Email,58932,1091,1826.88,56.0,1,EM,5 days,0.01851286228195208,0.051329055912007336,1.6745004582951422,32.62285714285714
1753,CMP-01754,Q2_BlackFriday_CMP-01754,2023-10-01,2023-10-27,TikTok,92659,951,1127.15,105.0,0,TI,26 days,0.010263439061505088,0.11041009463722397,1.1852260778128287,10.734761904761905
1754,CMP-01755,Q1_Summer_CMP-01755,2023-06-30,2023-07-10,Email,34062,1392,500000.0,165.0,0,INVALID,10 days,0.040866654923375025,0.11853448275862069,359.1954022988506,3030.3030303030305
1755,CMP-01756,Q1_BlackFriday_CMP-01756,2023-06-16,2023-06-29,TikTok,76713,2685,1802.59,254.0,0,TI,13 days,0.03500058660201009,0.09459962756052141,0.6713556797020483,7.096811023622047
1757,CMP-01758,Q3_Summer_CMP-01758,2023-11-08,2023-11-13,Email,96756,1162,2024.16,160.0,1,EM,5 days,0.012009591136466989,0.13769363166953527,1.741962134251291,12.651
1759,CMP-01760,Q3_Summer_CMP-01760,2023-05-06,2023-05-11,Email,76418,1942,3829.18,179.0,1,EM,5 days,0.0254128608443037,0.092173017507724,1.9717713697219361,21.392067039106145
1760,CMP-01761,Q2_Summer_CMP-01761,2023-07-23,2023-07-31,Facebook,67672,3211,3851.21,178.0,1,FA,8 days,0.04744946211136068,0.05543444409841171,1.1993802553721582,21.636011235955056
1761,CMP-01762,Q4_Winter_CMP-01762,2023-01-18,2023-02-16,Google Ads,35832,1135,1915.77,226.0,0,GO,29 days,0.031675597231524896,0.19911894273127753,1.6879030837004405,8.476858407079646
1762,CMP-01763,Q2_BlackFriday_CMP-01763,2023-09-23,2023-10-08,Instagram,32966,1568,1730.23,191.0,0,IN,15 days,0.04756415701025299,0.12181122448979592,1.1034630102040817,9.058795811518324
1763,CMP-01764,Q1_Winter_CMP-01764,2023-01-04,2023-01-13,TikTok,73545,1384,1574.2,226.0,1,TI,9 days,0.018818410496974643,0.16329479768786126,1.13742774566474,6.965486725663717
1764,CMP-01765,Q4_Winter_CMP-01765,2023-06-27,2023-11-06,Instagram,13987,545,585.51,64.0,0,IN,132 days,0.038964752984914565,0.11743119266055047,1.0743302752293578,9.14859375
1765,CMP-01766,Q1_Summer_CMP-01766,2023-12-20,2024-01-02,Google Ads,38311,1329,2097.98,75.0,1,GO,13 days,0.03468977578241236,0.056433408577878104,1.5786155003762228,27.973066666666668
1766,CMP-01767,Q4_Winter_CMP-01767,2023-09-19,2023-10-04,Email,32575,1289,1703.13,124.0,1,EM,15 days,0.039570222563315424,0.09619860356865788,1.3212800620636154,13.734919354838711
1767,CMP-01768,Q1_BlackFriday_CMP-01768,2023-03-16,2023-03-21,TikTok,64852,1205,2308.38,118.0,1,TI,5 days,0.01858076851908962,0.0979253112033195,1.9156680497925311,19.562542372881357
1768,CMP-01769,Q1_Winter_CMP-01769,2023-08-24,2023-09-08,Instagram,2007,73,63.97,12.0,0,IN,15 days,0.036372695565520675,0.1643835616438356,0.8763013698630137,5.3308333333333335
1769,CMP-01770,Q3_Winter_CMP-01770,2023-07-07,2023-07-19,Facebook,71981,2153,1401.27,318.0,1,INVALID,12 days,0.029910670871479975,0.14770088248954946,0.6508453320947515,4.406509433962264
1770,CMP-01771,Q4_Winter_CMP-01771,2023-05-12,2024-01-03,TikTok,77242,3067,3342.7,280.0,1,TI,236 days,0.039706377359467644,0.09129442451907402,1.089892402999674,11.938214285714285
1773,CMP-01774,Q2_Winter_CMP-01774,2023-03-30,2023-04-04,Facebook,88272,1180,1202.77,235.0,1,FA,5 days,0.013367772340039876,0.19915254237288135,1.0192966101694916,5.118170212765957
1774,CMP-01775,Q3_Launch_CMP-01775,2023-12-26,2024-01-09,Facebook,43207,1827,2705.2,364.0,1,FA,14 days,0.0422848149605388,0.19923371647509577,1.480678708264915,7.431868131868131
1775,CMP-01776,Q3_Winter_CMP-01776,2023-01-13,2023-11-01,Google Ads,14281,634,650.04,49.0,1,GO,292 days,0.044394650234577414,0.07728706624605679,1.0252996845425868,13.26612244897959
1776,CMP-01777,Q3_Launch_CMP-01777,2023-10-23,2023-10-31,TikTok,62246,2657,3788.43,257.0,0,TI,8 days,0.042685473765382516,0.09672563041023712,1.4258298833270606,14.740972762645914
1777,CMP-01778,Q1_Launch_CMP-01778,2023-06-21,2023-06-26,Facebook,2435,74,135.21,9.0,0,FA,5 days,0.030390143737166326,0.12162162162162163,1.8271621621621623,15.023333333333333
1779,CMP-01780,Q3_Winter_CMP-01780,2023-04-27,2023-05-18,Unknown,92357,4604,5093.69,594.0,1,XX,21 days,0.04985003843780114,0.12901824500434406,1.1063618592528235,8.57523569023569
1780,CMP-01781,Q4_BlackFriday_CMP-01781,2023-01-06,2023-02-05,Email,27660,530,1054.65,103.0,0,EM,30 days,0.019161243673174257,0.19433962264150945,1.9899056603773586,10.239320388349515
1782,CMP-01783,Q1_Launch_CMP-01783,2023-10-04,2023-10-14,TikTok,83197,3063,4125.74,250.0,0,TI,10 days,0.03681623135449596,0.08161932745674176,1.3469604962455108,16.502959999999998
1783,CMP-01784,Q2_Winter_CMP-01784,2023-12-24,2024-01-05,Instagram,14507,551,702.49,36.0,1,IN,12 days,0.03798166402426415,0.06533575317604355,1.2749364791288567,19.51361111111111
1784,CMP-01785,Q1_Summer_CMP-01785,2023-07-21,2023-07-23,Facebook,73595,1336,1238.34,204.0,0,FA,2 days,0.018153407160812554,0.15269461077844312,0.9269011976047904,6.070294117647059
1785,CMP-01786,Q1_Winter_CMP-01786,2023-10-22,2023-11-03,Email,84807,3066,3911.65,226.0,0,EM,12 days,0.036152676076267286,0.07371167645140247,1.2758153946510111,17.308185840707964
1786,CMP-01787,Q4_Summer_CMP-01787,2023-05-29,2023-06-13,Instagram,46539,1988,3523.28,334.0,1,IN,15 days,0.04271686112722663,0.16800804828973842,1.7722736418511067,10.54874251497006
1787,CMP-01788,Q2_BlackFriday_CMP-01788,2023-06-22,2023-07-22,Email,8491,101,154.3,9.0,1,EM,30 days,0.011894947591567543,0.0891089108910891,1.5277227722772277,17.144444444444446
1788,CMP-01789,Q2_BlackFriday_CMP-01789,2023-10-20,2023-11-02,Facebook,51192,2378,2223.59,235.0,0,FA,13 days,0.046452570714174087,0.09882253994953742,0.9350672834314551,9.462085106382979
1789,CMP-01790,Q4_BlackFriday_CMP-01790,2023-05-15,2023-06-13,Instagram,81395,910,730.0,46.0,1,IN,29 days,0.011180047914491061,0.05054945054945055,0.8021978021978022,15.869565217391305
1790,CMP-01791,Q3_BlackFriday_CMP-01791,2023-09-14,2023-10-05,Email,64888,1572,1411.36,243.0,1,EM,21 days,0.024226359265195414,0.15458015267175573,0.8978117048346055,5.8080658436213985
1791,CMP-01792,Q3_Summer_CMP-01792,2023-03-11,2023-04-08,Instagram,74609,793,598.43,53.0,1,IN,28 days,0.010628744521438433,0.06683480453972257,0.7546406052963429,11.291132075471698
1792,CMP-01793,Q1_Launch_CMP-01793,2023-07-22,2023-08-05,Unknown,10077,131,84.29,21.0,0,XX,14 days,0.012999900764116305,0.16030534351145037,0.6434351145038169,4.013809523809524
1793,CMP-01794,Q2_Summer_CMP-01794,2023-11-12,2023-11-15,Facebook,21953,1019,1150.15,126.0,1,FA,3 days,0.04641734614859017,0.12365063788027478,1.128704612365064,9.128174603174603
1794,CMP-01795,Q4_Winter_CMP-01795,2023-05-05,2023-05-25,TikTok,77919,1885,1262.85,316.0,1,TI,20 days,0.02419178890899524,0.16763925729442972,0.669946949602122,3.9963607594936708
1795,CMP-01796,Q2_Summer_CMP-01796,2023-08-09,2023-08-19,Facebook,68889,1859,1408.88,255.0,0,FA,10 days,0.026985440346063958,0.1371705217859064,0.7578698224852072,5.525019607843138
1797,CMP-01798,Q1_Summer_CMP-01798,2023-07-07,2023-08-03,Facebook,38567,1306,975.45,215.0,1,FA,27 days,0.03386314725023984,0.16462480857580397,0.7468989280245023,4.536976744186047
1798,CMP-01799,Q2_Summer_CMP-01799,2023-11-01,2023-11-18,TikTok,25860,873,520.15,52.0,1,TI,17 days,0.03375870069605569,0.05956471935853379,0.5958190148911798,10.002884615384614
1800,CMP-01801,Q1_Summer_CMP-01801,2023-08-15,2023-08-31,Email,78475,1830,1519.78,138.0,1,EM,16 days,0.023319528512265052,0.07540983606557378,0.8304808743169398,11.012898550724637
1801,CMP-01802,Q2_Launch_CMP-01802,2023-04-25,2023-04-30,Google Ads,91874,4170,5308.23,679.0,0,GO,5 days,0.04538824912379999,0.16282973621103117,1.272956834532374,7.817717231222385
1802,CMP-01803,Q3_Launch_CMP-01803,2023-02-13,2023-03-15,Email,88266,2235,1460.69,417.0,1,EM,30 days,0.02532118822649718,0.1865771812080537,0.6535525727069351,3.502853717026379
1803,CMP-01804,Q2_Launch_CMP-01804,2023-11-14,2023-12-12,Facebook,22427,666,1084.02,88.0,1,FA,28 days,0.029696348151781335,0.13213213213213212,1.6276576576576576,12.31840909090909
1804,CMP-01805,Q1_Winter_CMP-01805,2023-05-28,2023-06-25,Email,28083,599,1113.75,77.0,1,EM,28 days,0.0213296300252822,0.1285475792988314,1.8593489148580968,14.464285714285714
1806,CMP-01807,Q1_Summer_CMP-01807,2023-08-30,2023-09-02,Unknown,58372,1511,1963.15,76.0,1,XX,3 days,0.02588569862262729,0.05029781601588352,1.2992389146260754,25.83092105263158
1807,CMP-01808,Q2_BlackFriday_CMP-01808,2023-04-18,2023-04-30,Google Ads,45064,1376,2464.42,258.0,0,GO,12 days,0.030534351145038167,0.1875,1.7910029069767441,9.55201550387597
1808,CMP-01809,Q3_Winter_CMP-01809,2023-10-07,2023-10-18,Facebook,8813,177,273.0,14.0,1,FA,11 days,0.020083966867128107,0.07909604519774012,1.5423728813559323,19.5
1809,CMP-01810,Q3_Launch_CMP-01810,2023-09-05,2023-09-12,Instagram,32598,1613,832.03,318.0,1,IN,7 days,0.04948156328609117,0.19714817110973343,0.5158276503409795,2.616446540880503
1810,CMP-01811,Q2_Summer_CMP-01811,2023-12-22,2024-01-01,Facebook,94106,2038,2223.73,326.0,1,FA,10 days,0.02165642998321042,0.15996074582924436,1.0911334641805692,6.821257668711657
1811,CMP-01812,Q4_Launch_CMP-01812,2023-10-26,2023-11-25,TikTok,28082,1146,2035.79,190.0,0,TI,30 days,0.040809059183818816,0.16579406631762653,1.7764310645724257,10.714684210526316
1812,CMP-01813,Q2_BlackFriday_CMP-01813,2023-05-11,2023-05-28,Email,30241,819,834.39,121.0,1,EM,17 days,0.027082437750074403,0.14774114774114774,1.0187912087912088,6.895785123966942
1813,CMP-01814,Q1_Winter_CMP-01814,2023-12-23,2023-12-29,Instagram,97214,1774,980.71,214.0,0,INVALID,6 days,0.018248400436151172,0.12063134160090191,0.5528241262683202,4.582757009345794
1814,CMP-01815,Q2_Winter_CMP-01815,2023-02-13,2023-12-02,TikTok,45569,1913,3097.66,259.0,1,TI,292 days,0.04198029362066317,0.1353894406691061,1.6192681651855723,11.960077220077219
1815,CMP-01816,Q3_Launch_CMP-01816,2023-12-05,2023-12-09,Google Ads,12745,297,505.81,16.0,1,GO,4 days,0.023303256178893682,0.05387205387205387,1.7030639730639732,31.613125
1816,CMP-01817,Q1_Launch_CMP-01817,2023-12-04,2023-12-09,TikTok,27029,1205,892.77,173.0,1,TI,5 days,0.04458174553257612,0.14356846473029045,0.7408879668049793,5.160520231213873
1817,CMP-01818,Q1_Winter_CMP-01818,2023-05-30,2023-06-23,Google Ads,14025,653,852.83,93.0,0,GO,24 days,0.046559714795008915,0.14241960183767227,1.3060183767228177,9.17021505376344
1818,CMP-01819,Q3_Winter_CMP-01819,2023-04-29,2023-05-22,Instagram,15288,678,534.22,124.0,0,IN,23 days,0.04434850863422292,0.18289085545722714,0.7879351032448378,4.308225806451613
1819,CMP-01820,Q2_BlackFriday_CMP-01820,2023-12-30,2024-01-17,Google Ads,90186,1028,1623.06,129.0,0,GO,18 days,0.01139866498126095,0.1254863813229572,1.578852140077821,12.581860465116279
1821,CMP-01822,Q1_Launch_CMP-01822,2023-02-15,2023-02-17,TikTok,98768,2612,2544.93,250.0,1,TI,2 days,0.02644581240887737,0.09571209800918837,0.9743223583460949,10.17972
1822,CMP-01823,Q1_Winter_CMP-01823,2023-08-23,2023-08-24,Google Ads,82958,3728,6589.08,553.0,1,GO,1 days,0.044938402565153454,0.14833690987124465,1.7674570815450643,11.915153707052442
1823,CMP-01824,Q3_BlackFriday_CMP-01824,2023-01-21,2023-02-07,Facebook,69878,2481,3013.13,213.0,1,FA,17 days,0.03550473682704142,0.08585247883917775,1.2144820636839984,14.146150234741784
1824,CMP-01825,Q1_Winter_CMP-01825,2023-06-20,2023-06-27,Instagram,42846,1857,2794.1,170.0,0,IN,7 days,0.043341268729869764,0.09154550350026926,1.50463112547119,16.435882352941174
1825,CMP-01826,Q1_Winter_CMP-01826,2023-01-10,2023-01-31,Google Ads,76932,2306,2544.81,399.0,0,GO,21 days,0.02997452295533718,0.1730268863833478,1.1035602775368603,6.37796992481203
1826,CMP-01827,Q1_Launch_CMP-01827,2023-11-17,2023-12-04,TikTok,18482,580,549.27,79.0,1,TI,17 days,0.03138188507737258,0.13620689655172413,0.9470172413793103,6.952784810126582
1827,CMP-01828,Q1_Summer_CMP-01828,2023-09-14,2023-09-26,Google Ads,24411,385,553.71,48.0,0,GO,12 days,0.01577157838679284,0.12467532467532468,1.4382077922077923,11.535625000000001
1828,CMP-01829,Q4_Summer_CMP-01829,2023-05-12,2023-05-13,Instagram,51975,2149,1573.68,210.0,0,IN,1 days,0.04134680134680135,0.09771986970684039,0.7322847836202885,7.493714285714286
1829,CMP-01830,Q2_Summer_CMP-01830,2023-01-16,2023-01-31,TikTok,61545,1647,1745.0,262.0,1,INVALID,15 days,0.026760906653668048,0.15907710989678203,1.0595021250758956,6.6603053435114505
1831,CMP-01832,Q4_Launch_CMP-01832,2023-12-03,2023-12-14,TikTok,53307,2207,3406.93,354.0,0,TI,11 days,0.0414016920854672,0.16039873130946986,1.5436927956502038,9.62409604519774
1832,CMP-01833,Q3_Launch_CMP-01833,2023-09-24,2023-10-20,Instagram,4093,138,264.45,8.0,0,IN,26 days,0.03371610065966284,0.057971014492753624,1.9163043478260868,33.05625
1833,CMP-01834,Q4_Winter_CMP-01834,2023-11-17,2023-12-07,TikTok,78258,1412,2814.49,253.0,0,TI,20 days,0.018042883794628026,0.1791784702549575,1.9932648725212463,11.124466403162055
1835,CMP-01836,Q3_Launch_CMP-01836,2023-11-06,2023-11-18,Facebook,53930,1418,1246.13,164.0,1,FA,12 days,0.026293343222696088,0.1156558533145275,0.8787940761636108,7.598353658536586
1836,CMP-01837,Q4_Winter_CMP-01837,2023-04-16,2023-05-06,Instagram,45413,1307,1521.67,185.0,1,IN,20 days,0.028780305198951844,0.14154552410099464,1.16424636572303,8.225243243243243
1837,CMP-01838,Q4_BlackFriday_CMP-01838,2023-12-17,2023-12-28,Email,94623,1053,1864.76,151.0,0,E-,11 days,0.01112837259440094,0.14339981006647673,1.7709021842355175,12.349403973509935
1838,CMP-01839,Q2_Winter_CMP-01839,2023-06-08,2023-06-18,Instagram,98883,1819,1471.59,126.0,1,IN,10 days,0.018395477483490588,0.06926882902693787,0.8090104452996151,11.679285714285713
1839,CMP-01840,Q3_Winter_CMP-01840,2023-03-11,2023-03-23,Google Ads,34756,738,1422.97,120.0,0,GO,12 days,0.021233743814017724,0.16260162601626016,1.9281436314363145,11.858083333333333
1840,CMP-01841,Q4_BlackFriday_CMP-01841,2023-03-16,2023-03-18,Unknown,54268,2090,2116.75,191.0,1,XX,2 days,0.03851256725878971,0.09138755980861243,1.012799043062201,11.082460732984293
1841,CMP-01842,Q2_BlackFriday_CMP-01842,2023-03-22,2023-04-17,TikTok,40214,420,831.06,78.0,1,TI,26 days,0.010444123936937385,0.18571428571428572,1.9787142857142856,10.654615384615385
1842,CMP-01843,Q1_Launch_CMP-01843,2023-03-02,2023-03-19,Google Ads,82871,2183,3837.52,376.0,1,GO,17 days,0.026342146227268888,0.1722400366468163,1.7579111314704534,10.206170212765958
1843,CMP-01844,Q3_Winter_CMP-01844,2023-03-16,2023-04-04,TikTok,29602,1390,2380.87,141.0,0,TI,19 days,0.046956286737382606,0.10143884892086331,1.7128561151079136,16.885602836879432
1844,CMP-01845,Q1_Launch_CMP-01845,2023-07-31,2023-08-04,Instagram,54331,786,767.81,134.0,1,IN,4 days,0.014466878945721596,0.17048346055979643,0.9768575063613231,5.729925373134328
1845,CMP-01846,Q4_Winter_CMP-01846,2023-11-23,2023-12-22,Instagram,49901,1529,784.63,158.0,1,IN,29 days,0.03064066852367688,0.10333551340745585,0.5131654676258993,4.966012658227848
1846,CMP-01847,Q4_Winter_CMP-01847,2023-04-07,2023-04-22,Facebook,64416,2670,2865.44,173.0,0,FA,15 days,0.04144932935916543,0.0647940074906367,1.0731985018726593,16.563236994219654
1848,CMP-01849,Q4_Launch_CMP-01849,2023-11-10,2023-11-26,TikTok,6626,264,146.81,39.0,1,TI,16 days,0.03984304255961364,0.14772727272727273,0.5560984848484849,3.7643589743589745
1849,CMP-01850,Q4_Launch_CMP-01850,2023-12-18,2024-01-01,Facebook,8424,327,411.38,38.0,0,FA,14 days,0.03881766381766382,0.1162079510703364,1.2580428134556574,10.82578947368421
1851,CMP-01852,Q4_Launch_CMP-01852,2023-09-15,2023-10-02,Instagram,20982,584,847.87,57.0,1,IN,17 days,0.027833380993232293,0.0976027397260274,1.451832191780822,14.874912280701755
1852,CMP-01853,Q3_BlackFriday_CMP-01853,2023-11-29,2023-12-01,Email,77961,3292,4713.42,649.0,1,INVALID,2 days,0.0422262413257911,0.19714459295261239,1.4317800729040098,7.262588597842835
1854,CMP-01855,Q2_Winter_CMP-01855,2023-04-26,2023-05-21,Instagram,49290,2315,4550.01,225.0,1,IN,25 days,0.04696693041184825,0.09719222462203024,1.9654470842332614,20.222266666666666
1855,CMP-01856,Q2_Winter_CMP-01856,2023-01-08,2023-01-26,Google Ads,27431,760,593.1,93.0,1,INVALID,18 days,0.027705880208523204,0.12236842105263158,0.7803947368421053,6.37741935483871
1856,CMP-01857,Q2_Winter_CMP-01857,2023-04-24,2023-05-18,Instagram,85976,2762,3225.77,336.0,0,IN,24 days,0.032125244254210476,0.1216509775524982,1.1679109341057206,9.600505952380953
1857,CMP-01858,Q3_Launch_CMP-01858,2023-04-15,2023-05-09,Email,83711,1690,2082.38,203.0,0,EM,24 days,0.020188505692202936,0.12011834319526628,1.2321775147928995,10.258029556650246
1858,CMP-01859,Q4_BlackFriday_CMP-01859,2023-08-13,2023-09-01,Facebook,27385,1087,1869.2,83.0,1,FA,19 days,0.039693262735073946,0.07635694572217111,1.7195952161913524,22.520481927710843
1859,CMP-01860,Q3_Winter_CMP-01860,2023-06-16,2023-07-03,Email,39158,511,331.56,36.0,0,EM,17 days,0.013049696102967466,0.07045009784735812,0.6488454011741683,9.21
1860,CMP-01861,Q4_Winter_CMP-01861,2023-07-11,2023-08-07,Instagram,24019,1078,1232.12,95.0,1,IN,27 days,0.044881135767517386,0.08812615955473098,1.1429684601113173,12.969684210526315
1863,CMP-01864,Q4_Summer_CMP-01864,2023-12-27,2024-01-23,Facebook,22563,956,1377.79,156.0,1,FA,27 days,0.04237025218277711,0.16317991631799164,1.4412029288702928,8.831987179487179
1864,CMP-01865,Q2_Winter_CMP-01865,2023-08-20,2023-09-02,Google Ads,40341,1672,3152.55,273.0,1,GO,13 days,0.0414466671624402,0.1632775119617225,1.8854964114832538,11.547802197802199
1866,CMP-01867,Q4_Launch_CMP-01867,2023-01-21,2023-02-12,Instagram,37444,933,511.92,170.0,1,IN,22 days,0.024917209699818397,0.18220793140407288,0.5486816720257235,3.011294117647059
1867,CMP-01868,Q2_Launch_CMP-01868,2023-11-19,2023-12-12,Facebook,69916,1458,1244.23,130.0,0,FA,23 days,0.020853595743463585,0.08916323731138547,0.8533813443072702,9.571
1868,CMP-01869,Q1_Winter_CMP-01869,2023-08-14,2023-08-29,Facebook,9711,187,180.54,15.0,1,FA,15 days,0.019256513232416846,0.08021390374331551,0.9654545454545455,12.036
1870,CMP-01871,Q3_Winter_CMP-01871,2023-11-10,2023-12-04,TikTok,83970,3874,3344.76,347.0,0,TI,24 days,0.046135524592116235,0.08957150232318017,0.8633866804336604,9.639077809798271
1872,CMP-01873,Q2_Launch_CMP-01873,2023-02-16,2023-02-25,Instagram,31707,1368,2642.74,198.0,1,IN,9 days,0.04314504683508374,0.14473684210526316,1.9318274853801167,13.347171717171715
1873,CMP-01874,Q3_Launch_CMP-01874,2023-10-27,2023-11-01,TikTok,40110,960,1802.67,173.0,0,TI,5 days,0.02393418100224383,0.18020833333333333,1.8777812500000002,10.42005780346821
1875,CMP-01876,Q4_BlackFriday_CMP-01876,2023-01-13,2023-02-07,Facebook,83879,3504,3532.8,656.0,0,FA,25 days,0.041774460830482,0.1872146118721461,1.0082191780821919,5.385365853658537
1877,CMP-01878,Q1_Summer_CMP-01878,2023-02-16,2023-02-23,Google Ads,6655,158,135.65,19.0,1,GO,7 days,0.02374154770848986,0.12025316455696203,0.8585443037974684,7.139473684210526
1878,CMP-01879,Q1_Summer_CMP-01879,2023-12-31,2024-01-03,Email,45859,1305,1883.52,151.0,0,EM,3 days,0.02845679146950435,0.11570881226053639,1.4433103448275861,12.47364238410596
1879,CMP-01880,Q1_BlackFriday_CMP-01880,2023-03-25,2023-05-03,Google Ads,54625,1451,2119.29,238.0,0,GO,39 days,0.026562929061784896,0.1640248104755341,1.4605720192970364,8.904579831932773
1880,CMP-01881,Q1_BlackFriday_CMP-01881,2023-12-28,2024-01-10,Google Ads,53098,559,992.65,63.0,0,GO,13 days,0.010527703491656937,0.11270125223613596,1.7757602862254025,15.756349206349206
1881,CMP-01882,Q3_Winter_CMP-01882,2023-09-26,2023-10-05,TikTok,16251,354,570.4,67.0,1,TI,9 days,0.021783274875392285,0.18926553672316385,1.6112994350282486,8.513432835820895
1882,CMP-01883,Q2_Winter_CMP-01883,2023-09-19,2023-10-02,Facebook,1526,43,56.5,7.0,1,FA,13 days,0.02817824377457405,0.16279069767441862,1.313953488372093,8.071428571428571
1884,CMP-01885,Q3_BlackFriday_CMP-01885,2023-06-21,2023-06-23,Email,48837,1898,1729.05,115.0,0,EM,2 days,0.03886397608370702,0.06059009483667018,0.9109852476290832,15.035217391304348
1885,CMP-01886,Q4_Launch_CMP-01886,2023-03-18,2023-03-20,Instagram,12536,318,441.89,56.0,1,IN,2 days,0.02536694320357371,0.1761006289308176,1.3895911949685533,7.890892857142857
